;Entite;Label;liste_contxt_gauche;liste_contxt_droit
2335;qu’;LOC;ce” said afant ;"il
meure! repri"
2336;Vaudille;LOC;"dtlle

caire ? "; hâler au tiapl
2337;Nathan;LOC;"for——
mule par ";".

—Hdl ze zera"
2338;l’Allemand;LOC;iddc, répondit ;"
avec la douceu"
2339;Set;LOC;"froidement. ‘

";“ mon chas, dit
2340;l’;LOC;t, qui cachait ;encrier, devina
2341;Perlin;LOC;nt Hoffmann te ;, Ice ché paugo
2342;Ice;LOC;ann te Perlin, ; ché paugoube g
2343;Cité;LOC;"a comtesse.

— "; ne boind t‘ein
2344;Andantez;LOC;"eïre chausse«
'"; te monmisz‘kl 
2345;l’;LOC;r et pénétrait ;"âme ; mais la c"
2346;l’;LOC;i frappant sur ;"é—

poule.
— Tè"
2347;Tuchurs;LOC;"des
larmes.

— "; la même, dit-i
2348;Champes;LOC;"is

foyah yeux ";—Haüysséæ, gand
2349;Haüysséæ;LOC;h yeux Champes—;, gand ris y ba
2350;gand;LOC;mpes—Haüysséæ, ; ris y bassièze
2351;bassièze;LOC;éæ, gand ris y ;" han‘

. faidz‘"
2352;Tuchurs;LOC;"dit—elle.

-—- "; en mancha_nt m
2353;t’;LOC;es ﬁles tignes ;amur ke chute ﬁ
2354;senti—;LOC; divinités. Le ;"
ment s’y acero"
2355;l’;LOC;toute heure, à ;insu de celles 
2356;l’;LOC;" de celles qui
";"inspiraient. '
"
2357;L’;LOC;"n—
sa—t—elle.

";émotion avec la
2358;Schmuke;LOC;uelle le vieux ;" vit la com-
te"
2359;l’;LOC;ans la cour de ;hôtel de madame
2360;Nucingen;LOC;"l de madame de
";. La baronne n’
2361;l’;LOC;ter lui—même à ;"instant
quarant"
2362;l’;LOC;et de sa table ;"écrit de ma—
da"
2363;Nucingen;LOC;"
-—Monsieur de "; va m’en priver
2364;m’;LOC;de Nucingen va ;en priver, il't
2365;Nucingen;LOC;t où madame de ;"
allait répondr"
2366;Sauve l’;LOC;"u caissier.

— ";escomde, dit le
2367;Ansbach;LOC;ein mistctm te ;, ajouta-tdi en
2368;Nucingen;LOC; dit madame de ;"
on tangent le "
2369;Allez;LOC;" immobiles.

— ";, laissez—nous.
2370;j’;LOC;la grâce, mais ;"ai beaucoup
sou"
2371;Tillet;LOC;"avait
tramé du "; contre Nathan,
2372;Nathan;LOC; Tillet contre ;, il ne le conf
2373;Nucingen;LOC;"ie a personne.
"; en sa vait que
2374;Rastignac;LOC;tels embarras. ;, posé pour pén
2375;ÈVE;LOC;" 

UNE FILLE D’";".

ati

 

 

r"
2376;Tillet;LOC;ctorales de du ;, de rendre inu
2377;trom—;LOC;e inutiles les ;"
peries et les "
2378;Rastignac;LOC;ute une année. ;" mit
alors la b"
2379;Pourvu;LOC;"commettre.

_— ";, dit—elle, que
2380;cmgen;LOC;"arle pas à Nu—
";".

Quelques ins"
2381;Shylock;LOC;ienl mon vieux ;, notre homme e
2382;N;LOC;"il
coffré‘t

— ";" on.

—- Commen"
2383;Mail;LOC;pas dit rue du ;", hô—
tel…

—— "
2384;déses—;LOC;t eut une mine ;"
pérée. —— il n"
2385;l’;LOC; les dans, dit ;"im—
passible co"
2386;Tillet;LOC; compère de du ;, cela peut por
2387;—elle;LOC; question ? dit;".

— Je pénétre"
2388;Tillet;LOC;" chambre de
du ";".

Madame du Ti"
2389;l’;LOC;". Cette
parole ";avait épouvanté
2390;cham—;LOC;et un valet de ;"
bre vint.

— M"
2391;—elle;LOC;es chevaux, dit; au valet de ch
2392;Virginie;LOC;"mbre.-Demandez
";, je veux m’hab
2393;Tillet;LOC;ez—vous? ﬁt du ;".

— Les maris "
2394;gentilhomme;LOC;" con—
duire en ";".

— Je ne vous"
2395;Marie—Eugénie;LOC;ès cet effort, ;" rentra
chez el"
2396;n‘aurais;LOC;e dit—elle, je ; jamais osé le 
2397;s’;LOC;avait parlé de ;enfuir avec Nat
2398;Nathan;LOC; s’enfuir avec ;"
pour le consol"
2399;décon—;LOC;emords, par la ;"
sidération que"
2400;Tillet;LOC;. Le mot de du ;" venait
de mett"
2401;comtesse de Vande-;LOC;ignature de la ;"

- messe dans "
2402;Nucingen;LOC;e de la maison ;" ; elle vou-
lu"
2403;com-—;LOC;core sauf“! La ;"
tasse était pl"
2404;l’;LOC;" enﬁn
elle vit ";avenir de sa sœ
2405;Soyez;LOC;"résolution.

— "; tranquille, lu
2406;Nucingen;LOC;chez madame de ;: il la trouva,
2407;qu’;LOC;de la conﬁance ;elle avait eue 
2408;Nucingen;LOC;" la baronne
de ";".

—- Elle sait"
2409;Vandenesse;LOC;it tout, pensa ;".

La baronne r"
2410;état;LOC;"n des hommes
d’";, il l’inquiéta
2411;l’;LOC;"mes
d’état, il ";inquiéta presqu
2412;s’;LOC;il. Les trônes ;élèvent et disp
2413;France;LOC;sparaissent en ;"
avec une effra"
2414;l’;LOC;de répondre de ;"avenir.

— Vous"
2415;Nucingen;LOC; à monsieur de ;", le
cas échéan"
2416;Nathan;LOC;"vous savez sur
";".

La baronne l"
2417;l’;LOC;gnac, et dit à ;ex—pair de Fran
2418;de France;LOC;it à l’ex—pair ;, en lui remett
2419;Vandenesse;LOC;"tre promesse.

"; oubliait si pe
2420;s’;LOC;de l’Opéra, en ;"y faisant ac—
c"
2421;s’;LOC;Vandenesse, en ;"inquiètent
un p"
2422;Nathan;LOC;"ouer gros
jeu. "; pouvait avoir 
2423;s’;LOC; déj a comment ;"étaient arran—
"
2424;arran—;LOC;ment s’étaient ;"

342

gées les"
2425;Nathan;LOC;"
échangés avec ";, il avait pu s
2426;l’;LOC; Raoul jusqu’à ;heure du bal de
2427;Nathan;LOC; ses lettres à ;"
vendues par Fl"
2428;Nathan;LOC;"ue je te
livre ";? J’aurai, par 
2429;l’;LOC;t la comtesse, ;"actrice ?

Mari"
2430;l’;LOC;"n

éclair dans ";"âme.

—-— Eh bi"
2431;Voulez;LOC;"la comtesse

— ";—vous de lui po
2432;qu’;LOC;" delui prouver
";il est joué com
2433;beau—frère;LOC;fant par votre ;" du
Tillet. Ce "
2434;Nucingen;LOC;e électoral où ; a été nommé. J
2435;Belgique;LOC;artemens et en ;"; argent
qui pr"
2436;Tillet;LOC;déﬁnitif 21 Du ;, à Nucingen, à
2437;Nucingen;LOC;1 Du Tillet, à ;", à Masse].
Tou"
2438;Masse].;LOC; à Nucingen, à ;"
Tous trois, pa"
2439;Nathan;LOC;"mour-propre de
";, et vous lui r
2440;l’;LOC;fait caracoler ;esprit d’un hom
2441;l’;LOC;es ,attelleras ;un et l’autre à
2442;l’;LOC;lleras l’un et ;"autre à la
même"
2443;piste des intl—;LOC;me mettre à la ;"
délités de Nat"
2444;Nathan;LOC;"tl—
délités de ";. Si je puis sa
2445;Alpes;LOC;un torrent des ;: elle adore Na
2446;Nathan;LOC;es: elle adore ;",
il est tout p"
2447;Non;LOC;"tü, Marie?

-— ";, l’on a fait t
2448;l’;LOC;"arie?

-— Non, ";on a fait trop 
2449;t’;LOC;"?

—— Tu crois ";aimer, reprit—i
2450;t’;LOC;nfant, il faut ;en tirer : j'y 
2451;Tiens;LOC;"ai déjà
songé. ";". , .

Il tira "
2452;Schmuke;LOC;s de change de ;, qué la comtes
2453;t’;LOC;as la tête, ne ;humilie point :
2454;t’;LOC;"r de toi ou de
";accabler d’une 
2455;repous‘sais;LOC; pitié 'que tu ; si vivement l’
2456;l’;LOC;is si vivement ;"autre
jour. Peu"
2457;l’;LOC;masse qu’il ne ;est pris en dét
2458;t’;LOC;"m— _
me qui ne ";apporte que des
2459;t’;LOC;"r le
désir qui ";a poussée vers 
2460;ÈVE;LOC;";

UNE FILLE D’";".

343

 

d’Es"
2461;Émilie;LOC;ma belle soeur ;"
sont pour quel"
2462;l’;LOC;orages qui, je ;espè1e, auront 
2463;senti—;LOC;e tact est aux ;"
mens ce que la"
2464;l’;LOC; par l’idée de ;"inquiétude que
"
2465;aus-—;LOC;excuse, il fut ;"
sitôt récompen"
2466;calom—;LOC;as ton mari de ;"
nier l’homme q"
2467;l’;LOC;"de calom—
nier ";homme que tu as
2468;t’;LOC;-— Tu pourrais ;ennuyer encore.
2469;Italie;LOC; nous irons en ;, nous parcourr
2470;Nathan;LOC;al de l’Opéra, ;" se
promenait d"
2471;ma1‘ital;LOC;d’un air assez ;. Après deux ou
2472;t’;LOC;"s que Na—
than ";a cachés et qui
2473;t’;LOC; cachés et qui ;apprendront les
2474;Flo-;LOC; la comtesse a ;"
nue.

Nathan a"
2475;Nathan;LOC;"e a Flo-
nue.

"; avait brusquem
2476;ga1dsFlorine;LOC;"oule à ses re—
"; alla s ’asseoi
2477;l’;LOC; comtesse, qui ;"en«
traine sur "
2478;Vandenesse;LOC;ette à côté de ;", revenu
pour p"
2479;arra—;LOC;au monde ne m’ ;"
chera Raoul, v"
2480;l’;LOC;" qui vaut bien
";"amour.

— D’abo"
2481;Nathan;LOC; Va demander à ;, qui maintenan
2482;s’;LOC;"rois
jours! Il ";est asphyxié, m
2483;pour—;LOC;e garcon était ;"
suivi, il s ’e"
2484;Mail;LOC;emander rue du ;, à l’hôtel du 
2485;Mail;LOC;, à l’hôtel du ;", s’il
n’a pas "
2486;aNathan;LOC;"tu veux donner
"; quelque bonne 
2487;l’;LOC;n, que tu peux ;"em—
pêcher d' a"
2488;Clichy;LOC;' aller rue de ;, sous peu de t
2489;Nathan;LOC; suis sûre que ; ne peut être a
2490;qu’;LOC;"
ce qui prouve ";il est très—amo
2491;l’;LOC;ître, revint à ;endroit où il a
2492;remar—;LOC;ation facile à ;"
quer, Florine "
2493;Terme;LOC; posa comme un ; devant l’écriv
2494;l’;LOC;n Terme devant ;"écrivain,
et lu"
2495;l’;LOC;"a com—
tesse à ";oreille de Raou
2496;Nathan;LOC;e à le lâcher. ; se perdit auss
2497;Allons;LOC;"nt le bras.

— ";, dit-elle, qui
2498;précipitam—;LOC;denesse emmena ;"
ment Florine e"
2499;Vandenesso;LOC;r le cocher de ;",
arrivèrent ch"
2500;l’;LOC; de surprise à ;"as—
pect de Flo"
2501;t’;LOC;"ont
la clef ne ";a jamais été co
2502;Vandenesse;LOC;"rtefeuille. '

"; vit sa femme p
2503;l’;LOC;isait plus sur ;intimité de l’a
2504;l’;LOC; l’intimité de ;"actrice
et de N"
2505;Nathan;LOC;"’actrice
et de "; qu’ une maître
2506;l’;LOC;"le.

— Comment ";ouvrir ? dit—el
2507;L’;LOC;"r ? dit—elle.

";actrice envoya 
2508;BALZÀ(L;LOC;" le

 

344 DE ";"

brandit en di"
2509;qu’;LOC; C’est avec ça ;"on
égorge les p"
2510;Suis;LOC;"i glisser.

-— ";—je sottel dit 
2511;l’;LOC;"l fautt Ça m’a
";air de ne pas a
2512;Vandenesse;LOC;"’orthographe.

"; prit les lettr
2513;Venir;LOC;"ent toutes.

— ";—tu les céder e
2514;Vandenesse;LOC;e de ceci? dit ;"
en tendant à F"
2515;t’;LOC;"hange. Ah ! je
";en donnerai, de
2516;l’;LOC;"is le corps
et ";âme en province
2517;l’;LOC;ui ramasser de ;argent, moi qui
2518;Vandenesse;LOC; possible, dit ;".

— Et pourquo"
2519;Tiens;LOC;"ear-rivale.

— ";, mais elle aur
2520;Schmuke;LOC;"re
de change à "; dans les mains
2521;Idéal;LOC;"e ce
temps:

« ";, ﬂeur bleue à 
2522;t’;LOC;it Blondet, je ;"accorde
qu’il y"
2523;Nathan;LOC;e l‘aimer, dit ;".
J’en ferai ma"
2524;Suisse;LOC;l, paysanne en ;",
vierge du Sol"
2525;Soleil;LOC;"sse,
vierge du "; au Pérou, sa s
2526;Pérou;LOC;e du Soleil au ;, sa seule mani
2527;Bourse;LOC;t, en terme de ;, eæe'cuta Nath
2528;Nathan;LOC;urse, eæe'cuta ;", qui, faute
d‘"
2529;Italie;LOC;reux voyage eu ;", la
comtesse d"
2530;Vandenesse;LOC;"la
comtesse de "; revint à Paris
2531;Paris;LOC;nesse revint à ;, l’hiver suiva
2532;Nathan;LOC;"hiver suivant,
"; avait justiﬁé 
2533;Champs-Elysées;LOC;u’un jour, aux ;", la
comtesse M"
2534;l’;LOC; quand elle ne ;aime plus, il p
2535;Nathan;LOC;il ressemble à ;. Madame de Van
2536;s’;LOC;ngeant qu’elle ;"était inté—
res"
2537;inté—;LOC;u’elle s’était ;"
ressée à Raoul"
2538;contraste_que;LOC;-conjugale, le ; présentait alo
2539;bouton—;LOC;eries, orne sa ;"
nière. La Paig"
2540;l’;LOC;tionnaire, est ;"objet de ses
ar"
2541;saint—simoniennes;LOC;"ar ses phrases
";, il la défend 
2542;Paris.—Impr;LOC;"E n’r‘;vn.

 

";. Louis Grimaux
2543;Croissant;LOC;rimaux, rue du ;", 16.

"
